iter	Passed	Remaining
531	74	65
532	74	65
533	74	65
534	74	65
535	74	64
536	74	64
537	75	64
538	75	64
539	75	64
540	75	63
541	75	63
542	75	63
543	75	63
544	75	63
545	75	63
546	75	62
547	76	62
548	76	62
549	76	62
550	76	62
551	76	62
552	76	61
553	76	61
554	76	61
555	76	61
556	76	61
557	77	60
558	77	60
559	77	60
560	77	60
561	77	60
562	77	60
563	77	59
564	77	59
565	77	59
566	77	59
567	78	59
568	78	59
569	78	59
570	78	58
571	78	58
572	78	58
573	78	58
574	78	58
575	78	58
576	79	57
577	79	57
578	79	57
579	79	57
580	79	57
581	79	57
582	79	56
583	79	56
584	79	56
585	79	56
586	80	56
587	80	56
588	80	56
589	80	55
590	80	55
591	80	55
592	80	55
593	80	55
594	80	55
595	80	54
596	81	54
597	81	54
598	81	54
599	81	54
600	81	54
601	81	53
602	81	53
603	81	53
604	81	53
605	81	53
606	82	53
607	82	52
608	82	52
609	82	52
610	82	52
611	82	52
612	82	52
613	82	52
614	82	51
615	82	51
616	83	51
617	83	51
618	83	51
619	83	51
620	83	50
621	83	50
622	83	50
623	83	50
624	83	50
625	83	50
626	84	49
627	84	49
628	84	49
629	84	49
630	84	49
631	84	49
632	84	49
633	85	49
634	85	48
635	85	48
636	85	48
637	85	48
638	85	48
639	85	48
640	85	48
641	85	47
642	85	47
643	86	47
644	86	47
645	86	47
646	86	47
647	86	46
648	86	46
649	86	46
650	86	46
651	86	46
652	87	46
653	87	46
654	87	45
655	87	45
656	87	45
657	87	45
658	87	45
659	87	45
660	87	44
661	87	44
662	87	44
663	87	44
664	88	44
665	88	44
666	88	44
667	88	43
668	88	43
669	88	43
670	88	43
671	88	43
672	88	43
673	88	42
674	88	42
675	89	42
676	89	42
677	89	42
678	89	42
679	89	42
680	89	42
681	89	41
682	90	41
683	90	41
684	90	41
685	90	41
686	90	41
687	90	41
688	90	40
689	90	40
690	90	40
691	91	40
692	91	40
693	91	40
694	91	40
695	91	39
696	91	39
697	91	39
698	91	39
699	91	39
700	91	39
701	92	39
702	92	38
703	92	38
704	92	38
705	92	38
706	92	38
707	92	38
708	92	38
709	92	37
710	92	37
711	92	37
712	93	37
713	93	37
714	93	37
715	93	37
716	93	36
717	93	36
718	93	36
719	93	36
720	93	36
721	93	36
722	94	36
723	94	35
724	94	35
725	94	35
726	94	35
727	94	35
728	94	35
729	94	34
730	94	34
731	94	34
732	95	34
733	95	34
734	95	34
735	95	34
736	95	34
737	95	33
738	95	33
739	95	33
740	95	33
741	95	33
742	95	33
743	95	33
744	96	32
745	96	32
746	96	32
747	96	32
748	96	32
749	96	32
750	96	32
751	96	31
752	96	31
753	96	31
754	97	31
755	97	31
756	97	31
757	97	31
758	97	30
759	97	30
760	97	30
761	97	30
762	97	30
763	97	30
764	98	30
765	98	30
766	98	29
767	98	29
768	98	29
769	98	29
770	98	29
771	98	29
772	98	29
773	101	29
774	101	29
775	101	29
776	101	29
777	101	28
778	101	28
779	101	28
780	102	28
781	102	28
782	102	28
783	102	28
784	102	28
785	102	27
786	102	27
787	102	27
788	103	27
789	103	27
790	103	27
791	103	27
792	103	27
793	103	26
794	103	26
795	103	26
796	103	26
797	103	26
798	104	26
799	104	26
800	104	25
801	104	25
802	104	25
803	104	25
804	104	25
805	105	25
806	105	25
807	106	25
808	106	25
809	106	24
810	106	24
811	106	24
812	106	24
813	106	24
814	106	24
815	106	24
816	106	23
817	107	23
818	107	23
819	107	23
820	107	23
821	107	23
822	107	23
823	107	22
824	107	22
825	107	22
826	107	22
827	108	22
828	108	22
829	108	22
830	108	22
831	108	21
832	108	21
833	108	21
834	108	21
835	108	21
836	109	21
837	109	21
838	109	20
839	109	20
840	109	20
841	109	20
842	109	20
843	109	20
844	109	20
845	109	20
846	109	19
847	110	19
848	110	19
849	110	19
850	110	19
851	110	19
852	110	19
853	110	18
854	110	18
855	110	18
856	110	18
857	111	18
858	111	18
859	111	18
860	111	17
